committee_id,no_of_members,no_of_posts,no_of_events,followers,tags
914,15,30,13,27,"sports, science, literature"
915,10,11,20,15,science
916,11,19,13,24,science
917,12,11,10,34,"science, literature"
918,13,19,6,42,science
919,13,23,20,11,science
920,15,22,11,16,"sports, literature"
921,13,25,10,44,literature
922,15,21,13,14,"sports, science"
923,12,25,17,37,science
924,11,19,16,22,sports
925,15,16,17,26,science
926,12,12,15,17,"sports, literature"
927,13,28,14,44,science
928,13,19,5,40,"sports, science"
929,13,11,9,50,science
930,14,20,7,11,science
931,14,22,9,49,literature
932,12,26,5,20,sports
933,13,14,5,41,"sports, literature"
934,14,19,6,12,"science, literature"
935,10,13,12,40,sports
936,10,24,14,11,science
937,13,19,16,24,science
938,13,11,18,41,literature
939,15,13,18,12,"sports, science"
940,14,22,16,37,"sports, science"
941,15,10,9,27,science
942,15,12,8,30,science
943,13,14,16,14,"sports, literature"
944,13,21,14,14,"sports, literature"
945,10,28,8,29,science
946,14,24,7,44,"science, literature"
947,14,12,11,27,"science, literature"
948,14,26,9,12,"science, literature"
949,10,25,11,12,science
950,15,29,16,20,science
951,15,20,7,27,science
952,13,28,18,12,"sports, science"
953,15,14,16,41,sports
954,10,17,9,19,"sports, science"
955,14,13,10,40,science
956,11,21,19,12,sports
957,14,21,6,47,science
958,10,18,9,12,literature
959,10,26,7,20,"sports, literature"
960,14,24,10,35,"sports, science"
961,12,15,16,24,literature
962,13,25,6,34,"sports, science, literature"
963,10,23,20,42,"sports, literature"
964,11,11,14,47,"sports, science"
965,12,11,15,43,sports
966,11,20,8,38,literature
967,11,21,11,43,science
968,11,18,7,18,"sports, science, literature"
969,14,28,18,41,science
970,12,30,10,19,science
971,14,20,9,35,science
972,11,25,14,37,science
973,12,23,17,35,sports
974,11,28,18,20,"sports, science"
975,12,24,10,36,science
976,13,14,7,40,science
977,14,18,18,12,sports
978,10,29,16,12,science
979,14,19,11,48,"science, literature"
980,13,11,7,39,science
981,11,12,13,26,science
982,11,18,17,34,"science, literature"
983,15,15,11,44,"sports, literature"
984,10,14,15,22,science
985,12,12,19,39,science
986,14,13,9,28,"sports, literature"
987,10,26,18,14,"sports, science, literature"
988,10,13,18,31,science
989,10,22,5,34,science
990,13,15,8,16,science
991,15,14,9,20,"sports, science"
992,10,14,20,15,"sports, science"
993,13,24,12,15,science
994,13,15,10,17,science
995,15,17,5,15,"sports, science, literature"
996,12,30,19,37,literature
997,10,18,20,13,science
998,15,20,9,35,science
999,15,19,12,25,science
1000,12,29,12,34,"sports, science"
1001,12,11,10,36,"sports, science, literature"
1002,15,18,20,12,science
1003,11,25,8,47,literature
1004,10,20,11,34,science
1005,10,25,14,20,"science, literature"
1006,12,10,10,48,"sports, literature"
1007,11,25,6,44,science
1008,12,25,5,30,"sports, science"
1009,11,27,20,30,science
1010,12,24,16,17,science
1011,10,26,10,21,"sports, science"
1012,13,19,17,35,sports
1013,15,25,19,38,"sports, science"
1014,10,19,20,44,"sports, literature"
1015,10,27,18,37,science
1016,14,25,12,29,"science, literature"
1017,14,16,12,17,"sports, science"
1018,11,29,6,38,science
1019,12,22,14,38,"sports, science, literature"
1020,14,13,20,15,science
1021,13,26,14,47,science
1022,14,16,7,43,"sports, science, literature"
1023,11,22,9,46,sports
1024,15,23,19,20,science
1025,14,13,16,48,"sports, science, literature"
1026,15,19,10,29,"sports, literature"
1027,11,24,6,35,sports
1028,12,29,15,49,"sports, literature"
1029,15,21,5,13,"sports, science"
1030,10,17,6,20,"sports, science"
1031,14,23,18,15,literature
1032,13,30,16,32,literature
1033,10,11,12,24,science
1034,14,14,11,17,"sports, science, literature"
1035,13,20,7,15,sports
1036,11,13,16,36,literature
1037,15,16,12,45,"sports, science, literature"
1038,13,11,9,11,"sports, literature"
1039,11,10,18,18,literature
1040,12,27,19,27,"sports, science"
1041,12,21,8,31,"sports, science, literature"
1042,14,23,18,32,sports
1043,10,16,10,48,"sports, literature"
1044,14,16,20,30,literature
1045,15,30,9,12,literature
1046,13,25,9,44,sports
1047,15,22,13,40,science
1048,10,23,14,21,"sports, science, literature"
1049,13,26,14,17,science
1050,14,22,15,50,science
1051,12,28,10,11,literature
1052,15,23,9,20,"sports, literature"
1053,10,16,11,10,"sports, literature"
1054,15,18,20,21,sports
1055,12,24,6,30,"sports, literature"
1056,10,11,5,29,science
1057,10,25,12,26,"sports, science"
1058,14,12,20,39,"sports, literature"
1059,14,23,19,46,"science, literature"
1060,14,21,7,33,"sports, literature"
1061,14,18,15,32,science
1062,11,30,10,11,"sports, science, literature"
1063,14,18,7,13,"science, literature"
1064,15,30,6,30,literature
1065,11,18,12,18,literature
1066,14,29,9,12,"science, literature"
1067,12,29,6,33,sports
1068,13,22,10,29,literature
1069,15,23,15,41,literature
1070,10,27,18,16,"sports, science"
1071,15,28,20,41,"sports, literature"
1072,14,29,7,31,science
1073,13,18,11,20,"science, literature"
1074,14,25,14,38,"sports, literature"
1075,12,28,11,17,"sports, literature"
1076,11,18,7,31,science
1077,11,19,7,43,"sports, science, literature"
1078,14,12,12,44,"sports, science, literature"
1079,11,21,14,45,"sports, literature"
1080,15,25,7,43,science
1081,15,29,14,45,"sports, science, literature"
1082,14,30,17,38,"sports, science"
1083,12,12,8,45,sports
1084,11,13,8,32,science
1085,10,23,20,37,sports
1086,14,12,14,24,"sports, science, literature"
1087,14,17,14,18,"science, literature"
1088,13,27,12,18,science
1089,15,13,9,30,sports
1090,11,22,14,18,"sports, literature"
1091,13,17,11,44,science
1092,15,19,13,17,"science, literature"
1093,14,14,20,18,"sports, science"
1094,14,10,19,26,"science, literature"
1095,10,22,16,49,"science, literature"
1096,10,11,15,41,"sports, literature"
1097,10,10,19,35,"sports, science, literature"
1098,12,17,18,32,literature
1099,13,10,5,35,"sports, literature"
1100,11,23,8,16,"sports, literature"
1101,14,25,20,28,"sports, science, literature"
1102,11,22,5,28,"sports, science, literature"
1103,12,10,20,23,"sports, literature"
1104,12,23,13,12,"sports, science, literature"
1105,11,26,6,50,"sports, science, literature"
1106,15,29,8,23,science
1107,13,24,9,13,literature
1108,10,23,8,36,science
1109,12,13,16,43,"sports, science, literature"
1110,13,12,6,13,science
1111,11,28,20,49,"science, literature"
1112,12,13,12,46,literature
1113,13,24,14,18,science
1114,10,27,14,45,sports
1115,14,20,16,49,"sports, science, literature"
1116,11,26,20,35,"sports, literature"
1117,11,11,9,26,"science, literature"
1118,15,20,10,35,science
1119,10,10,19,33,science
1120,15,22,12,34,sports
1121,14,14,8,17,sports
1122,14,10,16,48,sports
1123,14,13,17,28,sports
1124,15,23,11,24,science
1125,11,23,7,38,literature
1126,14,13,11,18,science
1127,14,21,13,33,sports
1128,13,20,12,36,science
1129,10,27,18,27,science
1130,13,16,12,43,"science, literature"
1131,11,28,11,28,science
1132,11,17,17,30,sports
1133,13,29,16,32,science
1134,10,20,7,18,literature
1135,15,23,11,42,science
1136,14,12,14,43,sports
1137,12,23,19,27,literature
1138,10,18,15,42,literature
1139,11,26,20,38,sports
1140,13,22,10,14,science
1141,12,12,12,13,sports
1142,14,25,20,49,sports
1143,12,17,5,13,literature
1144,15,11,16,47,sports
1145,10,13,20,12,"sports, literature"
1146,15,15,16,48,science
1147,13,16,16,19,literature
1148,15,11,12,41,science
1149,11,28,9,48,science
1150,15,14,13,38,"science, literature"
1151,12,29,19,37,"sports, science, literature"
1152,15,17,8,30,"sports, science, literature"
1153,12,23,5,15,literature
1154,15,16,15,39,sports
1155,11,29,10,34,"sports, science, literature"
1156,11,22,8,37,sports
1157,11,27,16,46,sports
1158,11,13,8,24,science
1159,11,18,15,44,"sports, science"
1160,15,30,17,41,"sports, science, literature"
1161,13,15,11,32,"sports, literature"
1162,12,22,17,40,science
1163,11,27,20,33,"sports, science, literature"
1164,13,28,18,25,literature
1165,15,12,10,43,science
1166,12,14,13,48,science
1167,14,11,9,40,science
1168,14,12,12,44,"sports, literature"
1169,14,10,14,20,"science, literature"
1170,14,24,20,33,"sports, science, literature"
1171,12,15,11,40,literature
1172,14,22,16,19,"sports, science, literature"
1173,14,16,6,36,literature
1174,10,17,8,16,"sports, science, literature"
1175,12,22,17,47,"science, literature"
1176,12,10,6,35,science
1177,14,10,9,28,science
1178,14,16,8,32,science
1179,13,28,6,14,"sports, literature"
1180,14,19,8,18,sports
1181,11,12,10,46,science
1182,10,24,8,40,literature
1183,14,10,9,25,"sports, science"
1184,11,13,9,44,science
1185,15,13,14,44,sports
1186,11,28,11,18,literature
1187,10,26,18,20,science
1188,13,12,6,21,"science, literature"
1189,13,10,18,23,"sports, science, literature"
1190,10,25,12,40,"science, literature"
1191,14,21,20,38,science
1192,15,26,12,35,"sports, literature"
1193,12,11,8,48,sports
1194,14,15,19,24,sports
1195,13,23,19,46,"sports, science"
1196,15,16,9,35,literature
1197,10,29,18,27,science
1198,11,27,6,29,science
1199,12,20,11,27,"science, literature"
1200,13,12,17,18,"sports, science"
1201,15,24,17,38,"sports, literature"
1202,15,17,18,16,science
1203,10,19,11,22,science
1204,14,12,14,31,sports
1205,15,20,5,40,"sports, science, literature"
1206,15,29,11,17,"science, literature"
1207,14,27,19,31,science
1208,15,18,15,28,"sports, science"
1209,10,29,16,11,literature
1210,10,28,5,43,"science, literature"
1211,10,21,10,12,science
1212,13,27,20,24,science
1213,15,18,7,36,science
1214,15,24,8,23,"sports, literature"
1215,14,27,12,42,"science, literature"
1216,14,24,18,49,"science, literature"
1217,10,26,14,12,sports
1218,13,28,17,29,science
1219,12,28,5,43,science
1220,15,11,12,23,"sports, science, literature"
1221,14,10,17,47,"science, literature"
1222,10,15,9,18,sports
1223,15,22,7,30,literature
1224,15,19,9,27,literature
1225,12,22,5,38,science
1226,11,11,6,35,science
1227,11,21,6,50,science
1228,14,10,19,48,"sports, science, literature"
1229,15,15,6,33,"science, literature"
1230,11,30,6,27,science
1231,13,17,7,42,"sports, science"
1232,15,20,12,23,"sports, literature"
1233,15,30,17,32,"sports, science"
1234,11,26,12,16,"science, literature"
1235,13,18,14,44,literature
1236,13,11,9,47,"science, literature"
1237,14,29,7,10,sports
1238,15,19,9,16,"science, literature"
1239,13,23,16,19,"sports, science"
1240,14,28,6,48,"sports, science"
1241,11,18,13,47,"sports, science, literature"
1242,14,27,11,36,literature
1243,14,11,15,30,science
1244,12,16,20,29,science
1245,12,11,14,34,"sports, science"
1246,15,12,11,31,science
1247,15,23,7,13,"sports, science"
1248,12,16,19,33,science
1249,13,17,13,18,"sports, science, literature"
1250,14,25,6,39,science
1251,12,22,11,49,science
1252,12,25,20,14,"sports, literature"
1253,10,19,19,11,science
1254,11,27,14,13,science
1255,15,13,14,35,"sports, literature"
1256,14,17,13,17,"sports, science"
1257,13,30,9,28,"sports, science"
1258,10,15,9,32,sports
1259,15,10,15,26,science
1260,11,28,15,12,science
1261,15,10,11,18,science
1262,11,17,20,42,"sports, science"
1263,15,15,15,45,science
1264,12,18,12,15,"sports, science"
1265,12,14,12,26,"science, literature"
1266,10,15,14,33,sports
1267,12,24,20,34,"sports, science"
1268,13,26,9,20,literature
1269,12,20,18,22,"sports, science"
1270,14,24,8,40,"sports, science"
1271,11,19,15,43,"sports, science"
1272,13,22,8,25,"sports, science, literature"
1273,11,23,12,36,"sports, science"
1274,14,17,11,25,"sports, literature"
1275,11,11,20,47,"sports, literature"
1276,10,15,10,29,literature
1277,12,23,9,32,"sports, literature"
1278,15,11,9,12,science
1279,11,14,15,25,science
1280,10,13,16,33,sports
1281,10,17,17,24,science
1282,15,21,14,19,literature
1283,10,29,7,24,"sports, science"
1284,14,29,9,14,"sports, science, literature"
1285,14,23,16,37,"sports, literature"
1286,14,22,20,37,science
1287,14,19,9,15,sports
1288,10,11,10,50,"sports, science, literature"
1289,10,27,6,50,sports
1290,15,24,10,24,literature
1291,15,28,20,33,"sports, literature"
1292,14,13,11,25,"sports, literature"
1293,11,14,14,15,sports
1294,11,14,14,11,sports
1295,12,11,14,31,science
1296,11,15,6,45,sports
1297,12,26,19,14,"sports, science"
1298,13,14,17,29,science
1299,14,18,14,10,"sports, science"
1300,15,25,8,19,sports
1301,15,29,5,27,literature
1302,12,14,10,25,"sports, science, literature"
1303,13,20,11,10,"sports, science, literature"
1304,14,11,18,42,science
1305,15,28,20,32,science
1306,14,21,8,41,science
1307,10,12,12,15,science
1308,14,26,10,13,science
1309,14,17,16,24,literature
1310,15,30,18,14,"sports, literature"
1311,13,12,7,16,"sports, science, literature"
1312,12,29,11,30,sports
1313,14,29,8,20,"sports, science, literature"
1314,14,19,15,31,"sports, literature"
1315,13,12,15,45,science
1316,10,25,6,26,"sports, science, literature"
1317,13,18,8,49,sports
1318,10,21,13,20,literature
1319,15,21,20,10,"sports, science, literature"
1320,14,17,15,36,science
1321,10,12,17,20,science
1322,10,26,6,14,"sports, science, literature"
1323,12,29,15,38,"sports, science, literature"
1324,15,17,20,33,"sports, literature"
1325,13,12,5,20,"sports, literature"
1326,10,17,13,17,science
1327,13,17,8,18,science
1328,12,15,8,47,"sports, science, literature"
1329,15,15,16,24,science
1330,13,25,7,43,"sports, science"
1331,10,17,11,32,literature
1332,15,14,18,23,"sports, science"
1333,15,26,20,20,literature
1334,13,21,16,46,literature
1335,11,28,7,13,science
1336,11,27,6,18,"sports, science, literature"
1337,11,28,14,15,science
1338,12,19,7,14,science
1339,15,17,12,50,"sports, science, literature"
1340,14,13,16,17,"sports, literature"
1341,12,15,11,47,literature
1342,13,16,13,47,"sports, science, literature"
1343,14,12,11,35,"sports, literature"
1344,13,16,11,45,science
1345,14,17,16,37,sports
1346,11,18,16,49,"sports, science"
1347,14,18,14,13,"sports, science"
1348,12,22,9,29,sports
1349,11,19,13,48,"sports, science, literature"
1350,13,11,13,13,science
1351,13,15,13,27,science
1352,14,28,13,28,sports
1353,14,14,20,23,"sports, science"
1354,14,14,20,25,"sports, literature"
1355,10,21,17,47,"science, literature"
1356,12,22,19,35,science
1357,14,30,6,19,"sports, science"
1358,15,17,16,18,sports
1359,14,25,15,13,sports
1360,10,17,20,49,"sports, science"
1361,13,26,17,43,science
1362,13,23,6,29,"sports, science"
1363,10,22,8,40,"science, literature"
1364,11,19,12,16,literature
1365,10,21,13,17,science
1366,15,20,5,15,sports
1367,13,14,11,47,"sports, science, literature"
1368,12,10,19,50,"sports, science, literature"
1369,10,20,17,49,literature
1370,15,29,20,34,literature
1371,10,16,5,15,"sports, science"
1372,11,26,7,26,literature
1373,15,12,17,23,sports
1374,15,14,11,47,"sports, science, literature"
1375,13,13,13,32,science
1376,10,10,7,14,science
1377,10,14,8,46,"sports, literature"
1378,10,27,6,24,sports
1379,15,17,7,44,"sports, science, literature"
1380,15,12,5,47,literature
1381,12,24,15,27,"sports, literature"
1382,14,14,18,45,"sports, science, literature"
1383,14,14,19,18,sports
1384,13,27,12,22,"science, literature"
1385,11,17,17,49,"sports, science, literature"
1386,15,25,17,26,"science, literature"
1387,13,22,15,47,science
1388,10,24,5,50,literature
1389,12,20,17,18,"sports, literature"
1390,13,25,16,44,"sports, literature"
1391,12,30,6,31,science
1392,10,15,12,24,science
1393,11,27,14,20,science
1394,11,13,8,36,"sports, literature"
1395,13,14,12,29,literature
1396,13,23,20,48,"science, literature"
1397,10,21,16,35,science
1398,15,14,16,10,"sports, science, literature"
1399,11,30,10,13,science
1400,13,14,13,35,"sports, science"
1401,10,29,10,36,science
1402,10,13,5,10,"science, literature"
1403,10,11,15,16,science
1404,14,11,10,50,"sports, literature"
1405,10,29,13,19,science
1406,12,24,19,12,science
1407,12,26,9,20,science
1408,12,15,5,27,"sports, science"
1409,12,23,20,41,sports
1410,12,16,7,47,"science, literature"
1411,14,13,17,18,literature
1412,15,24,18,42,sports
1413,15,30,16,27,literature
1414,13,12,19,22,"science, literature"
1415,15,14,12,42,"science, literature"
1416,12,17,17,49,science
1417,13,14,12,17,"sports, science"
1418,15,30,16,20,science
1419,11,24,13,32,"sports, literature"
1420,11,16,12,18,sports
1421,14,13,17,42,sports
1422,12,29,10,26,"science, literature"
1423,11,11,6,35,"sports, science"
1424,15,27,10,39,"science, literature"
1425,12,11,12,49,"sports, science, literature"
1426,14,22,20,27,literature
1427,14,18,12,32,"science, literature"
1428,14,25,9,25,science
1429,12,22,10,50,sports
1430,10,26,18,41,science
1431,13,26,10,26,"sports, literature"
1432,10,25,14,34,"sports, science"
1433,12,26,7,12,"sports, science"
1434,10,17,5,35,science
1435,12,16,7,48,"sports, science, literature"
1436,12,30,18,45,science
1437,14,23,5,36,"sports, science, literature"
1438,14,23,16,24,"science, literature"
1439,10,11,20,45,"sports, literature"
1440,10,28,17,14,"sports, science"
1441,11,11,17,30,"science, literature"
1442,12,17,20,32,"sports, science, literature"
1443,13,15,14,34,sports
1444,13,10,10,50,sports
1445,12,11,8,31,sports
1446,13,15,15,50,literature
1447,14,20,19,20,literature
1448,12,16,20,40,"science, literature"
1449,10,24,19,16,science
1450,15,27,11,28,"science, literature"
1451,12,20,16,44,science
1452,10,21,18,30,sports
1453,13,15,11,32,science
1454,15,28,15,11,"sports, science"
1455,14,16,19,15,"sports, science, literature"
1456,11,23,12,49,science
1457,12,21,20,31,"science, literature"
1458,15,22,19,36,"sports, literature"
1459,13,19,16,24,"sports, literature"
1460,11,30,19,37,"sports, science, literature"
1461,10,12,19,37,"science, literature"
1462,10,26,13,25,science
1463,11,13,19,29,science
1464,13,30,8,38,literature
1465,14,22,19,49,"sports, science, literature"
1466,11,19,20,23,science
1467,15,15,18,17,science
1468,15,19,15,13,"science, literature"
1469,14,27,6,39,sports
1470,14,24,11,38,"sports, science, literature"
1471,14,19,16,41,"science, literature"
1472,12,17,18,15,science
1473,14,23,19,20,"sports, science, literature"
1474,12,27,16,21,"sports, literature"
1475,14,11,17,19,literature
1476,14,13,7,44,science
1477,13,30,13,34,science
1478,15,24,6,31,"sports, science, literature"
1479,10,28,5,32,science
1480,11,16,13,18,"sports, literature"
1481,12,13,20,25,"sports, literature"
1482,11,28,18,36,"sports, literature"
1483,11,25,19,18,"sports, literature"
1484,10,18,14,45,"sports, science"
1485,15,22,6,25,literature
1486,11,18,5,15,sports
1487,15,16,10,33,sports
1488,12,11,10,20,"sports, science"
1489,11,13,19,40,"sports, literature"
1490,14,14,18,49,"sports, science, literature"
1491,13,24,15,13,literature
1492,13,12,13,43,"sports, science, literature"
1493,12,20,5,34,science
1494,10,18,19,28,sports
1495,15,14,10,42,"sports, science, literature"
1496,10,13,11,24,"sports, science, literature"
1497,15,23,10,37,"sports, science, literature"
1498,13,18,6,14,"sports, literature"
1499,11,12,8,26,"sports, literature"
1500,10,15,14,24,science
1501,11,13,10,14,science
1502,15,25,6,45,"sports, science, literature"
1503,15,10,16,30,"science, literature"
1504,10,21,7,41,"sports, science, literature"
1505,10,25,17,34,"sports, science"
1506,15,13,18,50,science
1507,13,18,13,41,"sports, science, literature"
1508,13,17,16,12,science
1509,11,10,5,45,sports
1510,13,28,16,49,science
1511,13,19,5,17,"sports, science, literature"
1512,13,11,10,25,"sports, science, literature"
1513,12,25,10,11,"sports, science, literature"
1514,15,14,18,40,"science, literature"
1515,15,24,17,48,literature
1516,12,10,5,17,sports
1517,14,12,9,27,"sports, science"
1518,13,20,14,10,"sports, science"
1519,14,20,15,35,literature
1520,14,28,7,30,sports
1521,15,15,10,46,"sports, science"
1522,14,26,15,16,sports
1523,15,24,9,46,"sports, science, literature"
1524,14,17,6,13,sports
1525,14,22,16,34,science
1526,11,18,15,13,science
1527,11,15,17,44,"sports, literature"
1528,12,13,20,26,science
1529,15,26,14,16,literature
1530,10,18,12,34,"sports, science, literature"
1531,14,21,11,45,"science, literature"
1532,14,13,7,48,"sports, science, literature"
1533,15,20,6,16,"science, literature"
1534,15,11,20,49,"sports, science, literature"
1535,12,29,18,32,sports
1536,10,13,8,40,"sports, literature"
1537,13,28,12,21,"science, literature"
1538,14,13,10,23,"sports, science, literature"
1539,10,24,16,19,literature
1540,14,26,15,50,"sports, science, literature"
1541,10,12,20,14,science
1542,15,11,14,23,"science, literature"
1543,12,12,16,49,"sports, literature"
1544,10,29,12,47,sports
1545,14,30,12,36,"sports, literature"
1546,11,16,5,14,"sports, literature"
1547,14,27,18,47,sports
1548,10,20,20,44,"sports, science, literature"
1549,11,10,20,10,"sports, science, literature"
1550,10,11,8,45,"sports, science, literature"
1551,10,18,17,41,"sports, science, literature"
1552,13,14,15,10,"sports, science, literature"
1553,12,25,18,13,"sports, literature"
1554,11,16,14,43,science
1555,13,26,15,28,"science, literature"
1556,14,19,7,47,science
1557,14,24,10,29,"sports, science"
1558,14,12,7,18,sports
1559,13,24,17,31,sports
1560,15,23,6,11,literature
1561,15,28,18,21,"sports, science, literature"
1562,10,22,12,12,science
1563,13,21,9,11,sports
1564,13,12,20,37,"science, literature"
1565,13,22,6,43,science
1566,12,21,17,43,literature
1567,13,11,16,43,"sports, science"
1568,13,12,9,26,science
1569,14,22,20,30,sports
1570,10,29,17,49,science
1571,13,22,16,16,"sports, literature"
1572,13,29,19,47,science
1573,12,13,18,16,sports
1574,12,12,7,31,"sports, literature"
1575,15,11,11,14,science
1576,11,22,6,42,sports
1577,13,21,20,11,"science, literature"
1578,15,18,10,17,science
1579,15,29,12,32,sports
1580,12,26,6,22,"science, literature"
1581,13,30,20,13,"sports, science, literature"
1582,11,25,17,47,"science, literature"
1583,15,30,6,16,science
1584,10,25,19,23,"science, literature"
1585,13,27,7,12,"sports, science, literature"
1586,10,30,7,15,"sports, literature"
1587,10,10,6,39,science
1588,14,24,11,47,science
1589,14,20,8,12,"science, literature"
1590,14,18,10,50,"sports, science, literature"
1591,12,11,5,47,science
1592,11,24,18,49,sports
1593,13,13,6,20,"science, literature"
1594,10,28,18,29,"science, literature"
1595,14,18,14,15,"sports, literature"
1596,11,28,11,29,"science, literature"
1597,14,13,8,25,science
1598,15,17,9,46,"science, literature"
1599,12,16,11,49,"sports, science"
1600,14,16,16,18,"sports, literature"
1601,14,28,17,12,science
1602,13,30,14,14,"sports, literature"
1603,15,28,11,10,science
1604,14,22,13,44,"science, literature"
1605,15,25,5,37,"sports, science"
1606,12,28,17,29,"science, literature"
1607,12,18,17,32,"science, literature"
1608,14,16,9,14,"sports, literature"
1609,10,23,19,24,literature
1610,11,30,8,15,science
1611,11,29,10,15,"sports, literature"
1612,11,10,12,21,science
1613,11,25,14,38,science
1614,11,10,5,45,"sports, science"
1615,15,11,16,38,"science, literature"
1616,14,26,12,23,"sports, literature"
1617,15,12,19,15,science
1618,12,11,13,49,"sports, literature"
1619,10,25,20,13,sports
1620,14,22,10,15,"sports, science"
1621,15,20,9,31,literature
1622,10,16,15,37,science
1623,11,24,17,17,"sports, science, literature"
1624,13,15,12,48,"science, literature"
1625,13,29,12,33,"science, literature"
1626,13,12,16,11,science
1627,11,12,11,11,"sports, literature"
1628,10,30,5,44,"sports, science"
1629,13,28,15,43,"sports, science"
1630,10,22,7,24,science
1631,12,18,7,21,"sports, science, literature"
1632,10,19,5,36,"science, literature"
1633,13,22,6,12,"science, literature"
1634,14,26,12,14,"sports, literature"
1635,15,25,8,45,"science, literature"
1636,15,10,13,21,"sports, science, literature"
1637,15,11,16,50,"sports, literature"
1638,12,26,12,29,science
1639,15,19,5,29,"sports, science, literature"
1640,13,30,18,15,"science, literature"
1641,11,11,16,32,"sports, literature"
1642,15,17,17,10,"science, literature"
1643,15,26,17,15,science
1644,15,26,6,42,"sports, science"
1645,15,25,19,41,"sports, science"
1646,10,28,11,34,sports
1647,12,20,18,29,"sports, science"
1648,10,12,16,41,"sports, literature"
1649,12,22,19,25,science
1650,10,28,7,16,literature
1651,14,17,7,31,literature
1652,15,24,12,36,science
1653,15,19,7,11,"science, literature"
1654,15,28,12,32,science
1655,12,12,12,40,"sports, science"
1656,15,12,6,24,science
1657,13,25,13,44,sports
1658,14,21,19,38,"sports, literature"
1659,13,10,20,22,literature
1660,13,20,15,40,literature
1661,13,27,6,12,"sports, literature"
1662,14,16,19,20,"sports, science, literature"
1663,15,22,18,35,"sports, literature"
1664,13,20,16,12,science
1665,12,19,18,36,"sports, science"
1666,12,17,5,32,"sports, science, literature"
1667,12,27,6,19,"science, literature"
1668,14,15,7,31,science
1669,15,17,19,32,"sports, science, literature"
1670,11,28,10,44,literature
1671,13,27,7,15,"sports, science, literature"
1672,13,28,19,36,science
1673,13,10,6,12,"sports, literature"
1674,14,28,11,48,"sports, literature"
1675,11,26,19,11,literature
1676,11,28,6,40,"sports, literature"
1677,12,15,5,18,science
1678,10,11,8,14,sports
1679,14,30,16,28,literature
1680,13,25,13,39,"sports, science, literature"
1681,15,13,5,14,science
1682,12,12,10,20,"sports, science"
1683,15,16,19,18,science
1684,15,19,11,22,science
1685,10,20,9,36,literature
1686,13,26,9,16,science
1687,15,14,6,41,science
1688,14,13,14,20,science
1689,13,19,17,18,"science, literature"
1690,15,12,16,14,science
1691,14,18,12,33,science
1692,14,25,6,37,"sports, literature"
1693,14,10,6,43,science
1694,13,28,11,22,science
1695,15,18,19,36,science
1696,15,13,11,10,"science, literature"
1697,11,30,7,17,"sports, science, literature"
1698,11,15,19,22,science
1699,15,13,16,24,"sports, science, literature"
1700,12,26,5,11,science
1701,13,30,17,21,"sports, science"
1702,10,18,9,39,"sports, literature"
1703,13,11,6,10,"sports, literature"
1704,10,17,8,32,literature
1705,14,29,12,33,science
1706,10,12,10,38,science
1707,11,28,12,22,science
1708,14,17,17,34,"sports, science, literature"
1709,11,24,19,16,"sports, science, literature"
1710,13,17,9,38,"sports, science"
1711,12,20,13,17,sports
1712,11,10,20,34,science
1713,10,14,10,30,"sports, literature"
1714,13,19,15,18,"sports, literature"
1715,13,19,13,19,sports
1716,10,23,12,44,"sports, science, literature"
1717,10,27,13,22,science
1718,12,29,14,44,science
1719,14,11,7,44,science
1720,11,25,18,32,"sports, science, literature"
1721,13,25,15,40,science
1722,13,27,19,45,"sports, science"
1723,12,24,9,16,"sports, science, literature"
1724,15,20,5,14,literature
1725,15,21,9,22,sports
1726,14,17,5,30,science
1727,11,19,12,27,literature
1728,13,16,13,44,sports
1729,14,26,5,30,sports
1730,15,25,15,18,science
1731,14,30,5,30,science
1732,15,19,8,13,"science, literature"
1733,13,19,7,24,"sports, science"
1734,10,28,16,24,science
1735,13,17,6,11,science
1736,10,27,7,34,sports
1737,13,21,8,21,"sports, science"
1738,14,14,19,28,sports
1739,14,17,9,31,sports
1740,10,21,20,28,sports
1741,15,30,6,34,"science, literature"
1742,15,19,5,22,literature
1743,10,29,15,14,sports
1744,12,12,16,21,science
1745,11,25,10,39,sports
1746,14,16,5,32,"sports, science, literature"
1747,15,17,15,40,"science, literature"
1748,15,25,14,14,"sports, science"
1749,11,19,13,25,science
1750,11,22,19,28,"sports, science"
1751,15,26,14,44,"sports, science, literature"
1752,15,14,9,28,"sports, literature"
1753,14,29,17,24,"sports, science"
1754,14,16,13,41,"sports, science, literature"
1755,10,29,16,46,science
1756,10,11,18,50,literature
1757,15,19,20,39,"science, literature"
1758,14,21,18,19,science
1759,10,28,13,13,"science, literature"
1760,13,18,5,20,science
1761,14,11,12,34,science
1762,14,12,13,33,science
1763,12,24,8,39,science
1764,11,22,14,40,"sports, literature"
1765,10,16,15,15,"science, literature"
1766,14,29,16,18,"sports, literature"
1767,11,23,7,16,literature
1768,12,15,17,34,literature
1769,15,13,13,20,science
1770,12,28,13,44,"sports, science, literature"
1771,11,29,20,11,"sports, science"
1772,10,25,7,16,"sports, literature"
1773,14,19,6,15,"sports, literature"
1774,12,22,7,24,science
1775,14,29,19,44,"sports, science"
1776,11,17,9,27,sports
1777,10,15,14,50,"sports, science, literature"
1778,10,30,10,37,science
1779,10,14,14,15,"science, literature"
1780,14,25,6,35,literature
1781,10,19,8,15,"science, literature"
1782,13,18,18,25,science
