,committee_id,no_of_members,no_of_posts,no_of_events,followers,tags,weekly_post_rate,weekly_event_rate,predicted_score
725,726.0,10,14,17,32,science,3.5,4.25,19.765873024612997
726,727.0,13,23,15,21,science,5.75,3.75,18.633008354798093
727,728.0,13,23,5,35,"science, literature",5.75,1.25,23.535457854724392
728,729.0,10,19,18,50,"sports, science",4.75,4.5,27.57961123570001
729,730.0,13,27,11,11,sports,6.75,2.75,16.33972979522472
730,731.0,10,17,19,35,"science, literature",4.25,4.75,21.722751229877694
731,732.0,10,28,10,24,"sports, science",7.0,2.5,21.194122101678357
732,733.0,13,18,11,19,"sports, literature",4.5,2.75,16.422069572198275
733,734.0,14,13,18,35,literature,3.25,4.5,20.514280146646566
734,735.0,11,22,10,23,science,5.5,2.5,19.031240512551207
735,736.0,10,19,18,13,science,4.75,4.5,14.623137557323359
736,737.0,12,18,10,23,science,4.5,2.5,17.822769429320076
737,738.0,10,30,18,15,"sports, science",7.5,4.5,18.64678296476987
738,739.0,10,23,15,29,science,5.75,3.75,21.43440806904169
739,740.0,12,19,11,50,"sports, science",4.75,2.75,27.57961123570001
740,741.0,11,10,13,14,science,2.5,3.25,12.254252584333765
741,742.0,12,10,11,30,"sports, science, literature",2.5,2.75,17.857052012820965
742,743.0,15,17,20,23,"science, literature",4.25,5.0,17.520651658512293
743,744.0,12,15,7,20,"science, literature",3.75,1.75,15.86589122405538
744,745.0,10,27,12,49,"sports, science, literature",6.75,3.0,29.646378437881825
745,746.0,12,25,19,25,"sports, literature",6.25,4.75,20.637943753535456
746,747.0,14,25,12,25,"sports, science, literature",6.25,3.0,20.637943753535456
747,748.0,12,10,19,17,"science, literature",2.5,4.75,13.304777477175115
748,749.0,13,10,10,50,science,2.5,2.5,24.860551298429968
749,750.0,15,27,7,31,literature,6.75,1.75,23.343229080833723
750,751.0,13,12,17,41,science,3.0,4.25,22.313212161521484
751,752.0,15,14,10,48,"science, literature",3.5,2.5,25.3686724531002
752,753.0,10,25,15,18,"sports, literature",6.25,3.75,18.186719003572307
753,754.0,11,13,18,33,"science, literature",3.25,4.5,19.813930218085666
754,755.0,13,19,7,25,"sports, literature",4.75,1.75,18.825237128688762
755,756.0,11,12,7,21,sports,3.0,1.75,15.309712875912481
756,757.0,15,14,15,46,"sports, science, literature",3.5,3.75,24.6683225245393
757,758.0,13,14,8,40,science,3.5,2.0,22.567272738856598
758,759.0,11,16,19,43,"sports, literature",4.0,4.75,24.222033173313513
759,760.0,10,19,19,19,science,4.75,4.75,16.724187343006058
760,761.0,11,17,11,49,"sports, literature",4.25,2.75,26.625200729803996
761,762.0,14,16,10,38,science,4.0,2.5,22.471158351911264
762,763.0,11,13,11,11,sports,3.25,2.75,12.110081003915763
763,764.0,11,23,13,21,"sports, science",5.75,3.25,18.633008354798093
764,765.0,10,15,17,27,"sports, science",3.75,4.25,18.317115974018527
765,766.0,10,26,20,49,science,6.5,5.0,29.344260667074042
766,767.0,12,25,13,30,"sports, literature",6.25,3.25,22.38881857493771
767,768.0,10,20,18,16,"sports, science, literature",5.0,4.5,15.975780220972492
768,769.0,11,14,17,37,sports,3.5,4.25,21.51674784601525
769,770.0,15,14,7,47,science,3.5,1.75,25.01849748881975
770,771.0,13,15,8,15,"sports, science",3.75,2.0,14.11501640265313
771,772.0,13,14,10,43,literature,3.5,2.5,23.61779763169795
772,773.0,13,29,16,43,"sports, literature",7.25,4.0,28.14956419381469
773,774.0,13,26,7,21,"sports, science",6.5,1.75,19.539361667221442
774,775.0,13,26,16,22,"sports, science",6.5,4.0,19.88953663150189
775,776.0,15,15,10,24,science,3.75,2.5,17.26659108117718
776,777.0,10,15,15,16,"sports, literature",3.75,3.75,14.46519136693358
777,778.0,13,20,20,15,"sports, science",5.0,5.0,15.625605256692042
778,779.0,15,17,20,39,"sports, science, literature",4.25,5.0,23.123451086999495
779,780.0,11,10,14,23,sports,2.5,3.5,15.405827262857814
780,781.0,12,19,20,30,"sports, science",4.75,5.0,20.57611195009101
781,782.0,11,24,17,34,science,6.0,4.25,23.487400661251726
782,783.0,13,26,16,45,"sports, literature",6.5,4.0,27.943560809952242
783,784.0,13,26,19,29,"sports, literature",6.5,4.75,22.34076138146504
784,785.0,10,20,6,48,sports,5.0,1.5,27.181379077946893
785,786.0,13,24,14,29,"sports, science, literature",6.0,3.5,21.736525839849474
786,787.0,15,12,18,19,science,3.0,4.5,14.609362947351581
787,788.0,13,20,10,29,"science, literature",5.0,2.5,20.528054756618342
788,789.0,10,19,6,39,"sports, science, literature",4.75,1.5,23.72768662861506
789,790.0,10,14,11,50,sports,3.5,2.75,26.0690223816611
790,791.0,10,24,14,25,literature,6.0,3.5,20.335825982727673
791,792.0,11,13,9,45,science,3.25,2.25,24.016029789451068
792,793.0,12,18,11,19,sports,4.5,2.75,16.422069572198275
793,794.0,14,12,7,11,sports,3.0,1.75,11.80796323310798
794,795.0,12,18,12,30,"sports, science",4.5,3.0,20.27399417928323
795,796.0,13,21,19,33,science,5.25,4.75,22.230872384547926
796,797.0,15,25,14,30,"sports, science, literature",6.25,3.5,22.38881857493771
797,798.0,12,15,6,26,"sports, literature",3.75,1.5,17.96694100973808
798,799.0,14,21,13,49,"science, literature",5.25,3.25,27.833671813035128
799,800.0,11,25,7,49,science,6.25,1.75,29.04214289626626
800,801.0,10,23,13,42,literature,5.75,3.25,25.986682604687545
801,802.0,11,10,7,48,"sports, literature",2.5,1.75,24.160201369869068
802,803.0,13,19,6,34,"science, literature",4.75,1.5,21.976811807212812
803,804.0,10,12,16,13,sports,3.0,4.0,12.50831316166888
804,805.0,13,24,18,22,"science, literature",6.0,4.5,19.285301089886325
805,806.0,14,23,17,44,science,5.75,4.25,26.687032533248445
806,807.0,12,17,18,39,literature,4.25,4.5,23.123451086999495
807,808.0,12,28,15,39,science,7.0,3.75,26.446746565885107
808,809.0,10,12,16,50,"sports, science, literature",3.0,4.0,25.464786840045534
809,810.0,10,21,5,34,literature,5.25,1.25,22.581047348828378
810,811.0,14,24,15,10,sports,6.0,3.75,15.083201518520923
811,812.0,13,29,14,30,"sports, science, literature",7.25,3.5,23.59728965816884
812,813.0,13,20,13,14,science,5.0,3.25,15.275430292411592
813,814.0,15,17,14,41,"sports, science, literature",4.25,3.5,23.823801015560395
814,815.0,10,30,13,22,"sports, literature",7.5,3.25,21.098007714733022
815,816.0,12,27,12,47,literature,6.75,3.0,28.946028509320925
816,817.0,12,18,16,23,sports,4.5,4.0,17.822769429320076
817,818.0,10,17,17,31,"sports, science",4.25,4.25,20.322051372755894
818,819.0,11,29,16,41,science,7.25,4.0,27.44921426525379
819,820.0,11,28,8,27,"sports, science",7.0,2.0,22.244646994519705
820,821.0,13,18,11,39,"sports, literature",4.5,2.75,23.425568857807278
821,822.0,14,15,16,39,"sports, science",3.75,4.0,22.519215545383933
822,823.0,11,12,5,39,"science, literature",3.0,1.25,21.612862232960584
823,824.0,14,24,5,30,literature,6.0,1.25,22.086700804129926
824,825.0,15,15,8,45,"sports, literature",3.75,2.0,24.620265331066634
825,826.0,15,24,5,20,"science, literature",6.0,1.25,18.584951161325424
826,827.0,15,14,12,50,"sports, science",3.5,3.0,26.0690223816611
827,828.0,12,16,15,31,science,4.0,3.75,20.01993360194811
828,829.0,14,14,11,25,sports,3.5,2.75,17.314648274649848
829,830.0,14,13,15,18,sports,3.25,3.75,14.561305753878914
830,831.0,12,20,13,49,"sports, science",5.0,3.25,27.531554042227345
831,832.0,10,30,12,32,"sports, literature",7.5,3.0,24.599757357537523
832,833.0,13,16,5,18,sports,4.0,1.25,15.46765906630226
833,834.0,10,25,19,20,sports,6.25,4.75,18.887068932133207
834,835.0,10,18,18,30,science,4.5,4.5,20.27399417928323
835,836.0,10,10,18,33,"sports, science",2.5,4.5,18.907576905662317
836,837.0,15,18,11,22,"science, literature",4.5,2.75,17.472594465039627
837,838.0,12,17,14,34,science,4.25,3.5,21.372576265597246
838,839.0,11,15,9,11,"sports, science",3.75,2.25,12.714316545531329
839,840.0,11,19,19,31,science,4.75,4.75,20.92628691437146
840,841.0,12,18,14,26,science,4.5,3.5,18.873294322161428
841,842.0,12,21,16,35,"science, literature",5.25,4.0,22.931222313108826
842,843.0,13,28,15,21,"science, literature",7.0,3.75,20.143597208837008
843,844.0,10,10,18,40,science,2.5,4.5,21.358801655625467
844,845.0,11,16,18,34,sports,4.0,4.5,21.070458494789463
845,846.0,14,24,17,14,"sports, science, literature",6.0,4.25,16.483901375642724
846,847.0,11,29,8,42,"science, literature",7.25,2.0,27.799389229534242
847,848.0,10,11,5,45,science,2.75,1.25,23.411794247835502
848,849.0,11,13,19,36,"sports, science",3.25,4.75,20.864455110927015
849,850.0,13,16,11,14,"science, literature",4.0,2.75,14.06695920918046
850,851.0,10,18,16,42,science,4.5,4.0,24.47609375064863
851,852.0,12,20,5,19,"sports, science",5.0,1.25,17.02630511381384
852,853.0,13,28,14,33,"sports, science, literature",7.0,3.5,24.345696780202406
853,854.0,15,18,14,28,"sports, science, literature",4.5,3.5,19.573644250722328
854,855.0,10,21,5,11,"sports, science",5.25,1.25,14.527023170378024
855,856.0,15,26,16,21,science,6.5,4.0,19.539361667221442
856,857.0,11,27,18,32,science,6.75,4.5,23.693404045114175
857,858.0,11,18,10,14,sports,4.5,2.5,14.671194750796026
858,859.0,11,26,12,38,"sports, literature",6.5,3.0,25.492336059989093
859,860.0,15,20,20,29,literature,5.0,5.0,20.528054756618342
860,861.0,13,26,6,24,literature,6.5,1.5,20.58988656006279
861,862.0,10,15,18,46,"sports, literature",3.75,4.5,24.970440295347082
862,863.0,14,25,19,18,sports,6.25,4.75,18.186719003572307
863,864.0,10,18,15,36,"sports, literature",4.5,3.75,22.37504396496593
864,865.0,12,16,17,41,"science, literature",4.0,4.25,23.521683244752616
865,866.0,12,14,6,49,"sports, science",3.5,1.5,25.71884741738065
866,867.0,11,23,19,19,"science, literature",5.75,4.75,17.93265842623719
867,868.0,14,29,11,33,science,7.25,2.75,24.64781455101019
868,869.0,12,29,7,32,"sports, literature",7.25,1.75,24.29763958672974
869,870.0,10,29,19,27,science,7.25,4.75,22.546764765327488
870,871.0,12,26,12,28,"sports, science, literature",6.5,3.0,21.99058641718459
871,872.0,15,12,11,21,"science, literature",3.0,2.75,15.309712875912481
872,873.0,15,30,11,38,"science, literature",7.5,2.75,26.700807143220224
873,874.0,10,15,19,18,sports,3.75,4.75,15.16554129549448
874,875.0,14,20,18,27,science,5.0,4.5,19.827704828057442
875,876.0,13,19,8,47,science,4.75,2.0,26.529086342858662
876,877.0,14,12,12,25,"sports, science, literature",3.0,3.0,16.710412733034282
877,878.0,10,14,20,25,"sports, science",3.5,5.0,17.314648274649848
878,879.0,13,16,7,11,sports,4.0,1.75,13.016434316339112
879,880.0,14,14,16,27,science,3.5,4.0,18.014998203210745
880,881.0,13,25,17,48,literature,6.25,4.25,28.691967931985808
881,882.0,10,15,13,31,literature,3.75,3.25,19.717815831140328
882,883.0,15,10,19,48,science,2.5,4.75,24.160201369869068
883,884.0,14,13,6,48,sports,3.25,1.5,25.066554682292416
884,885.0,10,10,5,18,"science, literature",2.5,1.25,13.654952441455565
885,886.0,10,17,14,43,sports,4.25,3.5,24.524150944121295
886,887.0,15,19,10,16,literature,4.75,2.5,15.67366245016471
887,888.0,12,14,10,18,"science, literature",3.5,2.5,14.863423524686697
888,889.0,11,23,17,40,literature,5.75,4.25,25.286332676126644
889,890.0,11,12,18,27,"sports, science",3.0,4.5,17.41076266159518
890,891.0,15,28,8,17,sports,7.0,2.0,18.742897351715207
891,892.0,14,22,20,36,science,5.5,5.0,23.58351504819706
892,893.0,15,17,10,31,"sports, science",4.25,2.5,20.322051372755894
893,894.0,15,24,17,30,"science, literature",6.0,4.25,22.086700804129926
894,895.0,13,20,8,45,"sports, science",5.0,2.0,26.130854185105544
895,896.0,14,29,11,35,"science, literature",7.25,2.75,25.34816447957109
896,897.0,10,19,12,23,science,4.75,3.0,18.12488720012786
897,898.0,11,18,14,15,"sports, literature",4.5,3.5,15.021369715076476
898,899.0,13,30,17,41,science,7.5,4.25,27.751332036061573
899,900.0,14,16,13,14,sports,4.0,3.25,14.06695920918046
900,901.0,12,27,10,14,"sports, literature",6.75,2.5,17.390254688066072
901,902.0,13,25,16,21,"sports, literature",6.25,4.0,19.23724389641366
902,903.0,13,27,11,35,"sports, literature",6.75,2.75,24.743928937955523
903,904.0,11,11,8,21,sports,2.75,2.0,15.007595105104699
904,905.0,10,16,12,50,sports,4.0,3.0,26.673257923276665
905,906.0,15,18,12,42,sports,4.5,3.0,24.47609375064863
906,907.0,12,27,17,49,"science, literature",6.75,4.25,29.646378437881825
907,908.0,13,24,9,16,sports,6.0,2.25,17.184251304203624
908,909.0,12,23,10,34,"sports, literature",5.75,2.5,23.185282890443943
909,910.0,15,24,18,13,"sports, science, literature",6.0,4.5,16.133726411362275
910,911.0,14,16,6,29,"sports, science, literature",4.0,1.5,19.319583673387214
911,912.0,10,24,19,42,"sports, science",6.0,4.75,26.288800375495327
912,913.0,14,24,18,28,literature,6.0,4.5,21.386350875569025
913,914.0,15,30,13,27,"sports, science, literature",7.5,3.25,22.84888253613527
914,915.0,10,11,20,15,science,2.75,5.0,12.906545319421998
915,916.0,11,19,13,24,science,4.75,3.25,18.47506216440831
916,917.0,12,11,10,34,"science, literature",2.75,2.5,19.55986964075055
917,918.0,13,19,6,42,science,4.75,1.5,24.778211521456413
918,919.0,13,23,20,11,science,5.75,5.0,15.13125871199359
919,920.0,15,22,11,16,"sports, literature",5.5,2.75,16.580015762588058
920,921.0,13,25,10,44,literature,6.25,2.5,27.29126807486401
921,922.0,15,21,13,14,"sports, science",5.25,3.25,15.577548063219375
922,923.0,12,25,17,37,science,6.25,4.25,24.840043324900858
923,924.0,11,19,16,22,sports,4.75,4.0,17.77471223584741
924,925.0,15,16,17,26,science,4.0,4.25,18.269058780545862
925,926.0,12,12,15,17,"sports, literature",3.0,3.75,13.90901301879068
926,927.0,13,28,14,44,science,7.0,3.5,28.19762138728736
927,928.0,13,19,5,40,"sports, science",4.75,1.25,24.077861592895513
928,929.0,13,11,9,50,science,2.75,2.25,25.16266906923775
929,930.0,14,20,7,11,science,5.0,1.75,14.224905399570243
930,931.0,14,22,9,49,literature,5.5,2.25,28.13578958384291
931,932.0,12,26,5,20,sports,6.5,1.25,19.18918670294099
932,933.0,13,14,5,41,"sports, literature",3.5,1.25,22.91744770313705
933,934.0,14,19,6,12,"science, literature",4.75,1.5,14.272962593042909
934,935.0,10,13,12,40,sports,3.25,3.0,22.265154968048815
935,936.0,10,24,14,11,science,6.0,3.5,15.433376482801373
936,937.0,13,19,16,24,science,4.75,4.0,18.47506216440831
937,938.0,13,11,18,41,literature,2.75,4.5,22.0110943907137
938,939.0,15,13,18,12,"sports, science",3.25,4.5,12.460255968196213
939,940.0,14,22,16,37,"sports, science",5.5,4.0,23.93369001247751
940,941.0,15,10,9,27,science,2.5,2.25,16.806527119979613
941,942.0,15,12,8,30,science,3.0,2.0,18.46128755443653
942,943.0,13,14,16,14,"sports, literature",3.5,4.0,13.462723667564896
943,944.0,13,21,14,14,"sports, literature",5.25,3.5,15.577548063219375
944,945.0,10,28,8,29,science,7.0,2.0,22.944996923080605
945,946.0,14,24,7,44,"science, literature",6.0,1.75,26.989150304056228
946,947.0,14,12,11,27,"science, literature",3.0,2.75,17.41076266159518
947,948.0,14,26,9,12,"science, literature",6.5,2.25,16.38778698869739
948,949.0,10,25,11,12,science,6.25,2.75,16.085669217889606
949,950.0,15,29,16,20,science,7.25,4.0,20.09554001536434
950,951.0,15,20,7,27,science,5.0,1.75,19.827704828057442
951,952.0,13,28,18,12,"sports, science",7.0,4.5,16.992022530312955
952,953.0,15,14,16,41,sports,3.5,4.0,22.91744770313705
953,954.0,10,17,9,19,"sports, science",4.25,2.25,16.119951801390492
954,955.0,14,13,10,40,science,3.25,2.5,22.265154968048815
955,956.0,11,21,19,12,sports,5.25,4.75,14.877198134658475
956,957.0,14,21,6,47,science,5.25,1.5,27.133321884474228
957,958.0,10,18,9,12,literature,4.5,2.25,13.970844822235126
958,959.0,10,26,7,20,"sports, literature",6.5,1.75,19.18918670294099
959,960.0,14,24,10,35,"sports, science",6.0,2.5,23.837575625532175
960,961.0,12,15,16,24,literature,3.75,4.0,17.26659108117718
961,962.0,13,25,6,34,"sports, science, literature",6.25,1.5,23.78951843205951
962,963.0,10,23,20,42,"sports, literature",5.75,5.0,25.986682604687545
963,964.0,11,11,14,47,"sports, science",2.75,3.5,24.112144176396402
964,965.0,12,11,15,43,sports,2.75,3.75,22.7114443192746
965,966.0,11,20,8,38,literature,5.0,2.0,23.679629435142395
966,967.0,11,21,11,43,science,5.25,2.75,25.732622027352427
967,968.0,11,18,7,18,"sports, science, literature",4.5,1.75,16.071894607917827
968,969.0,14,28,18,41,science,7.0,4.5,27.147096494446007
969,970.0,12,30,10,19,science,7.5,2.5,20.04748282189167
970,971.0,14,20,9,35,science,5.0,2.25,22.629104542301043
971,972.0,11,25,14,37,science,6.25,3.5,24.840043324900858
972,973.0,12,23,17,35,sports,5.75,4.25,23.535457854724392
973,974.0,11,28,18,20,"sports, science",7.0,4.5,19.793422244556556
974,975.0,12,24,10,36,science,6.0,2.5,24.187750589812627
975,976.0,13,14,7,40,science,3.5,1.75,22.567272738856598
976,977.0,14,18,18,12,sports,4.5,4.5,13.970844822235126
977,978.0,10,29,16,12,science,7.25,4.0,17.294140301120738
978,979.0,14,19,11,48,"science, literature",4.75,2.75,26.87926130713911
979,980.0,13,11,7,39,science,2.75,1.75,21.3107444621528
980,981.0,11,12,13,26,science,3.0,3.25,17.06058769731473
981,982.0,11,18,17,34,"science, literature",4.5,4.25,21.67469403640503
982,983.0,15,15,11,44,"sports, literature",3.75,2.75,24.27009036678618
983,984.0,10,14,15,22,science,3.5,3.75,16.264123381808496
984,985.0,12,12,19,39,science,3.0,4.75,21.612862232960584
985,986.0,14,13,9,28,"sports, literature",3.25,2.25,18.063055396683414
986,987.0,10,26,18,14,"sports, science, literature",6.5,4.5,17.08813691725829
987,988.0,10,13,18,31,science,3.25,4.5,19.113580289524762
988,989.0,10,22,5,34,science,5.5,1.25,22.88316511963616
989,990.0,13,15,8,16,science,3.75,2.0,14.46519136693358
990,991.0,15,14,9,20,"sports, science",3.5,2.25,15.563773453247597
991,992.0,10,14,20,15,"sports, science",3.5,5.0,13.812898631845346
992,993.0,13,24,12,15,science,6.0,3.0,16.834076339923172
993,994.0,13,15,10,17,science,3.75,2.5,14.81536633121403
994,995.0,15,17,5,15,"sports, science, literature",4.25,1.25,14.719251944268693
995,996.0,12,30,19,37,literature,7.5,4.75,26.350632178939772
996,997.0,10,18,20,13,science,4.5,5.0,14.321019786515576
997,998.0,15,20,9,35,science,5.0,2.25,22.629104542301043
998,999.0,15,19,12,25,science,4.75,3.0,18.825237128688762
999,1000.0,12,29,12,34,"sports, science",7.25,3.0,24.99798951529064
1000,1001.0,12,11,10,36,"sports, science, literature",2.75,2.5,20.26021956931145
1001,1002.0,15,18,20,12,science,4.5,5.0,13.970844822235126
1002,1003.0,11,25,8,47,literature,6.25,2.0,28.34179296770536
1003,1004.0,10,20,11,34,science,5.0,2.75,22.278929578020595
1004,1005.0,10,25,14,20,"science, literature",6.25,3.5,18.887068932133207
1005,1006.0,12,10,10,48,"sports, literature",2.5,2.5,24.160201369869068
1006,1007.0,11,25,6,44,science,6.25,1.5,27.29126807486401
1007,1008.0,12,25,5,30,"sports, science",6.25,1.25,22.38881857493771
1008,1009.0,11,27,20,30,science,6.75,5.0,22.993054116553274
1009,1010.0,12,24,16,17,science,6.0,4.0,17.534426268484076
1010,1011.0,10,26,10,21,"sports, science",6.5,2.5,19.539361667221442
1011,1012.0,13,19,17,35,sports,4.75,4.25,22.32698677149326
1012,1013.0,15,25,19,38,"sports, science",6.25,4.75,25.19021828918131
1013,1014.0,10,19,20,44,"sports, literature",4.75,5.0,25.478561450017313
1014,1015.0,10,27,18,37,science,6.75,4.5,25.444278866516424
1015,1016.0,14,25,12,29,"science, literature",6.25,3.0,22.038643610657257
1016,1017.0,14,16,12,17,"sports, science",4.0,3.0,15.117484102021812
1017,1018.0,11,29,6,38,science,7.25,1.5,26.39868937241244
1018,1019.0,12,22,14,38,"sports, science, literature",5.5,3.5,24.28386497675796
1019,1020.0,14,13,20,15,science,3.25,5.0,13.510780861037563
1020,1021.0,13,26,14,47,science,6.5,3.5,28.643910738513142
1021,1022.0,14,16,7,43,"sports, science, literature",4.0,1.75,24.222033173313513
1022,1023.0,11,22,9,46,sports,5.5,2.25,27.08526469100156
1023,1024.0,15,23,19,20,science,5.75,4.75,18.28283339051764
1024,1025.0,14,13,16,48,"sports, science, literature",3.25,4.0,25.066554682292416
1025,1026.0,15,19,10,29,"sports, literature",4.75,2.5,20.225936985810563
1026,1027.0,11,24,6,35,sports,6.0,1.5,23.837575625532175
1027,1028.0,12,29,15,49,"sports, literature",7.25,3.75,30.25061397949739
1028,1029.0,15,21,5,13,"sports, science",5.25,1.25,15.227373098938925
1029,1030.0,10,17,6,20,"sports, science",4.25,1.5,16.470126765670944
1030,1031.0,14,23,18,15,literature,5.75,4.5,16.53195856911539
1031,1032.0,13,30,16,32,literature,7.5,4.0,24.599757357537523
1032,1033.0,10,11,12,24,science,2.75,3.0,16.058119997946047
1033,1034.0,14,14,11,17,"sports, science, literature",3.5,2.75,14.513248560406247
1034,1035.0,13,20,7,15,sports,5.0,1.75,15.625605256692042
1035,1036.0,11,13,16,36,literature,3.25,4.0,20.864455110927015
1036,1037.0,15,16,12,45,"sports, science, literature",4.0,3.0,24.922383101874416
1037,1038.0,13,11,9,11,"sports, literature",2.75,2.25,11.505845462300197
1038,1039.0,11,10,18,18,literature,2.5,4.5,13.654952441455565
1039,1040.0,12,27,19,27,"sports, science",6.75,4.75,21.942529223711922
1040,1041.0,12,21,8,31,"sports, science, literature",5.25,2.0,21.530522455987025
1041,1042.0,14,23,18,32,sports,5.75,4.5,22.484932961883043
1042,1043.0,10,16,10,48,"sports, literature",4.0,2.5,25.97290799471576
1043,1044.0,14,16,20,30,literature,4.0,5.0,19.669758637667663
1044,1045.0,15,30,9,12,literature,7.5,2.25,17.59625807192852
1045,1046.0,13,25,9,44,sports,6.25,2.25,27.29126807486401
1046,1047.0,15,22,13,40,science,5.5,3.25,24.98421490531886
1047,1048.0,10,23,14,21,"sports, science, literature",5.75,3.5,18.633008354798093
1048,1049.0,13,26,14,17,science,6.5,3.5,18.13866181009964
1049,1050.0,14,22,15,50,science,5.5,3.75,28.48596454812336
1050,1051.0,12,28,10,11,literature,7.0,2.5,16.641847566032503
1051,1052.0,15,23,9,20,"sports, literature",5.75,2.25,18.28283339051764
1052,1053.0,10,16,11,10,"sports, literature",4.0,2.75,12.666259352058661
1053,1054.0,15,18,20,21,sports,4.5,5.0,17.12241950075918
1054,1055.0,12,24,6,30,"sports, literature",6.0,1.5,22.086700804129926
1055,1056.0,10,11,5,29,science,2.75,1.25,17.8089948193483
1056,1057.0,10,25,12,26,"sports, science",6.25,3.0,20.988118717815908
1057,1058.0,14,12,20,39,"sports, literature",3.0,5.0,21.612862232960584
1058,1059.0,14,23,19,46,"science, literature",5.75,4.75,27.38738246180934
1059,1060.0,14,21,7,33,"sports, literature",5.25,1.75,22.230872384547926
1060,1061.0,14,18,15,32,science,4.5,3.75,20.97434410784413
1061,1062.0,11,30,10,11,"sports, science, literature",7.5,2.5,17.24608310764807
1062,1063.0,14,18,7,13,"science, literature",4.5,1.75,14.321019786515576
1063,1064.0,15,30,6,30,literature,7.5,1.5,23.899407428976623
1064,1065.0,11,18,12,18,literature,4.5,3.0,16.071894607917827
1065,1066.0,14,29,9,12,"science, literature",7.25,2.25,17.294140301120738
1066,1067.0,12,29,6,33,sports,7.25,1.5,24.64781455101019
1067,1068.0,13,22,10,29,literature,5.5,2.5,21.132290298233908
1068,1069.0,15,23,15,41,literature,5.75,3.75,25.636507640407093
1069,1070.0,10,27,18,16,"sports, science",6.75,4.5,18.090604616626973
1070,1071.0,15,28,20,41,"sports, literature",7.0,5.0,27.147096494446007
1071,1072.0,14,29,7,31,science,7.25,1.75,23.94746462244929
1072,1073.0,13,18,11,20,"science, literature",4.5,2.75,16.772244536478727
1073,1074.0,14,25,14,38,"sports, literature",6.25,3.5,25.19021828918131
1074,1075.0,12,28,11,17,"sports, literature",7.0,2.75,18.742897351715207
1075,1076.0,11,18,7,31,science,4.5,1.75,20.624169143563677
1076,1077.0,11,19,7,43,"sports, science, literature",4.75,1.75,25.12838648573686
1077,1078.0,14,12,12,44,"sports, science, literature",3.0,3.0,23.363737054362833
1078,1079.0,11,21,14,45,"sports, literature",5.25,3.5,26.432971955913327
1079,1080.0,15,25,7,43,science,6.25,1.75,26.94109311058356
1080,1081.0,15,29,14,45,"sports, science, literature",7.25,3.5,28.84991412237559
1081,1082.0,14,30,17,38,"sports, science",7.5,4.25,26.700807143220224
1082,1083.0,12,12,8,45,sports,3.0,2.0,23.713912018643285
1083,1084.0,11,13,8,32,science,3.25,2.0,19.463755253805214
1084,1085.0,10,23,20,37,sports,5.75,5.0,24.235807783285292
1085,1086.0,14,12,14,24,"sports, science, literature",3.0,3.5,16.36023776875383
1086,1087.0,14,17,14,18,"science, literature",4.25,3.5,15.769776837110044
1087,1088.0,13,27,12,18,science,6.75,3.0,18.790954545187873
1088,1089.0,15,13,9,30,sports,3.25,2.25,18.763405325244314
1089,1090.0,11,22,14,18,"sports, literature",5.5,3.5,17.28036569114896
1090,1091.0,13,17,11,44,science,4.25,2.75,24.874325908401747
1091,1092.0,15,19,13,17,"science, literature",4.75,3.25,16.02383741444516
1092,1093.0,14,14,20,18,"sports, science",3.5,5.0,14.863423524686697
1093,1094.0,14,10,19,26,"science, literature",2.5,4.75,16.456352155699165
1094,1095.0,10,22,16,49,"science, literature",5.5,4.0,28.13578958384291
1095,1096.0,10,11,15,41,"sports, literature",2.75,3.75,22.0110943907137
1096,1097.0,10,10,19,35,"sports, science, literature",2.5,4.75,19.607926834223214
1097,1098.0,12,17,18,32,literature,4.25,4.5,20.672226337036346
1098,1099.0,13,10,5,35,"sports, literature",2.5,1.25,19.607926834223214
1099,1100.0,11,23,8,16,"sports, literature",5.75,2.0,16.88213353339584
1100,1101.0,14,25,20,28,"sports, science, literature",6.25,5.0,21.68846864637681
1101,1102.0,11,22,5,28,"sports, science, literature",5.5,1.25,20.78211533395346
1102,1103.0,12,10,20,23,"sports, literature",2.5,5.0,15.405827262857814
1103,1104.0,12,23,13,12,"sports, science, literature",5.75,3.25,15.48143367627404
1104,1105.0,11,26,6,50,"sports, science, literature",6.5,1.5,29.69443563135449
1105,1106.0,15,29,8,23,science,7.25,2.0,21.146064908205688
1106,1107.0,13,24,9,13,literature,6.0,2.25,16.133726411362275
1107,1108.0,10,23,8,36,science,5.75,2.0,23.885632819004844
1108,1109.0,12,13,16,43,"sports, science, literature",3.25,4.0,23.315679860890167
1109,1110.0,13,12,6,13,science,3.0,1.5,12.50831316166888
1110,1111.0,11,28,20,49,"science, literature",7.0,5.0,29.94849620868961
1111,1112.0,12,13,12,46,literature,3.25,3.0,24.366204753731516
1112,1113.0,13,24,14,18,science,6.0,3.5,17.884601232764524
1113,1114.0,10,27,14,45,sports,6.75,3.5,28.245678580760025
1114,1115.0,14,20,16,49,"sports, science, literature",5.0,4.0,27.531554042227345
1115,1116.0,11,26,20,35,"sports, literature",6.5,5.0,24.44181116714774
1116,1117.0,11,11,9,26,"science, literature",2.75,2.25,16.758469926506947
1117,1118.0,15,20,10,35,science,5.0,2.5,22.629104542301043
1118,1119.0,10,10,19,33,science,2.5,4.75,18.907576905662317
1119,1120.0,15,22,12,34,sports,5.5,3.0,22.88316511963616
